sample,point,disc,age,uncert,hfhf,hfhfse,luhf
SA12/43,SA12/43-46,-3.1,633,11,,,
SA12/43,SA12/43-47,1.1,633,8,0.282538,1.6E-05,0.001457
SA12/43,SA12/43-49,-30.3,2463,12,,,
SA12/43,SA12/43-50,-23,1694,8,,,
SA12/43,SA12/43-56,2.3,2109,8,0.281315,1E-05,0.00183
SA12/43,SA12/43-57,-14.7,869,8,,,
SA12/43,SA12/43-58,-28.7,1106,14,,,
SA12/43,SA12/43-59,-34.9,2228,12,,,
SA12/43,SA12/43-61,-50.9,1162,9,,,
SA12/43,SA12/43-62,-3.7,954,9,,,
SA12/43,SA12/43-63,-7.3,979,12,,,
SA12/43,SA12/43-65,-44.9,1645,16,,,
SA12/43,SA12/43-66,-8.9,1464,12,0.281754,1.7E-05,0.003606
SA12/43,SA12/43-67,-60.9,589,5,,,
SA12/43,SA12/43-68,-27.3,675,12,,,
SA12/43,SA12/43-70,-28.2,2343,18,,,
SA12/43,SA12/43-72,-58,1454,17,,,
SA12/43,SA12/43-74,-15,760,11,,,
SA12/43,SA12/43-75,4.1,611,11,0.282355,1E-05,2.3E-05
SA12/43,SA12/43-76,-51.5,1679,16,,,
SA12/43,SA12/43-78,-46.9,798,21,,,
SA12/43,SA12/43-79,-0.3,2022,12,0.281367,1.1E-05,0.001148
SA12/43,SA12/43-80,2.8,1164,11,0.282024,1.3E-05,0.003776
SA12/43,SA12/43-81,-94.1,221,3,,,
SA12/43,SA12/43-82,3,633,14,0.282478,1.1E-05,0.000771
SA12/43,SA12/43-83,-3.8,3110,21,0.280728,1E-05,0.000395
SA12/43,SA12/43-85,-20.5,670,16,,,
SA12/43,SA12/43-87,3.3,1067,11,0.282347,1E-05,0.001189
SA12/43,SA12/43-88,2.3,631,13,0.282508,1E-05,0.001025
SA12/43,SA12/43-89,-49.6,1691,17,,,
SA12/43,SA12/43-90,-2.9,1031,14,,,
SA12/43,SA12/43-92,-4.2,2618,15,0.280877,1.3E-05,0.000642
SA12/43,SA12/43-93,-19.4,890,13,,,
SA12/43,SA12/43-94,-90.2,346,4,,,
SA12/43,SA12/43-95,-48.7,1848,18,,,
SA12/43,SA12/43-96,-14.3,2693,15,,,
SA12/43,SA12/43-97,-86.3,399,26,,,
SA12/43,SA12/43-99,-31.2,2392,19,,,
