sample,point,disc,age,uncert,hfhf,hfhfse,luhf
SA12/39,SA12/39-146,-9.6,3062,8,0.280702,1.4E-05,0.000687
SA12/39,SA12/39-147,0.4,1034,7,0.282304,2E-05,0.001982
SA12/39,SA12/39-148,-0.6,2708,7,,,
SA12/39,SA12/39-149,-4.3,979,5,0.282272,1.4E-05,0.004941
SA12/39,SA12/39-15,-11.6,2882,7,,,
SA12/39,SA12/39-151,-17.6,2645,8,,,
SA12/39,SA12/39-152,-30.9,767,9,,,
SA12/39,SA12/39-153,-2.2,1010,8,0.282331,1.4E-05,0.001932
SA12/39,SA12/39-155,-3.5,1001,7,,,
SA12/39,SA12/39-156,-15.8,986,9,,,
SA12/39,SA12/39-157,-1.3,1003,6,0.282283,1.1E-05,0.001193
SA12/39,SA12/39-158,-1,1010,7,0.282334,2.6E-05,0.001918
SA12/39,SA12/39-159,-20.6,2558,11,,,
SA12/39,SA12/39-16,-8,2550,6,,,
SA12/39,SA12/39-160,-18.1,2778,12,,,
SA12/39,SA12/39-161,-1.2,1002,7,0.282291,1.5E-05,0.000969
SA12/39,SA12/39-163,-66.7,580,6,,,
SA12/39,SA12/39-164,1,1070,13,,,
SA12/39,SA12/39-165,-19.3,2780,12,,,
SA12/39,SA12/39-166,-2.1,1084,7,0.282195,1.2E-05,0.001329
SA12/39,SA12/39-167,-10.5,2832,11,,,
SA12/39,SA12/39-17,-46.9,694,6,,,
SA12/39,SA12/39-170,-1.4,628,8,0.282478,9E-06,0.00233
SA12/39,SA12/39-171,-5.2,1745,8,0.281612,1.1E-05,0.001209
SA12/39,SA12/39-172,-4.7,752,9,0.28237,1.1E-05,0.001215
SA12/39,SA12/39-173,-8.7,998,8,0.282318,2.1E-05,0.001057
SA12/39,SA12/39-174,-9.6,3094,13,0.280668,1.2E-05,0.00117
SA12/39,SA12/39-175,-28.2,863,8,,,
SA12/39,SA12/39-176,-8.9,3110,13,0.280681,1E-05,0.001537
SA12/39,SA12/39-178,-47.6,1790,12,,,
SA12/39,SA12/39-18,-14.2,2725,7,,,
SA12/39,SA12/39-180,-24.1,2486,12,,,
SA12/39,SA12/39-181,-37.4,715,10,,,
SA12/39,SA12/39-182,-7,965,9,,,
SA12/39,SA12/39-183,-27.4,2386,13,,,
SA12/39,SA12/39-184,-43.3,2040,15,,,
SA12/39,SA12/39-185,-9.7,971,10,,,
SA12/39,SA12/39-186,-10.7,2671,12,,,
SA12/39,SA12/39-187,-15.6,2697,13,,,
SA12/39,SA12/39-188,-46.5,686,10,,,
SA12/39,SA12/39-189,-27.7,859,9,,,
SA12/39,SA12/39-19,-11.6,2719,7,,,
SA12/39,SA12/39-190,-8,696,12,0.282356,2.2E-05,0.001791
SA12/39,SA12/39-191,-62.3,575,8,,,
SA12/39,SA12/39-192,-4.8,2080,10,0.281512,1E-05,0.000997
SA12/39,SA12/39-193,-52.7,702,16,,,
SA12/39,SA12/39-194,-5.6,1015,10,0.282292,2E-05,0.00209
SA12/39,SA12/39-195,-8.8,1037,10,,,
SA12/39,SA12/39-196,-38.1,2113,14,,,
SA12/39,SA12/39-197,-9.9,1001,10,0.282232,1.5E-05,0.001042
SA12/39,SA12/39-198,-4.9,991,11,0.282309,1.1E-05,0.002351
SA12/39,SA12/39-199,-5.7,967,11,0.282308,6E-06,0.001791
SA12/39,SA12/39-20,-18.2,915,8,,,
SA12/39,SA12/39-200,-44.2,790,26,,,
SA12/39,SA12/39-201,-8.1,1005,9,,,
SA12/39,SA12/39-202,-19.5,2865,16,,,
SA12/39,SA12/39-203,-17,1768,11,,,
SA12/39,SA12/39-204,-0.9,1002,10,0.282359,1.2E-05,0.002879
SA12/39,SA12/39-205,-13.7,2800,15,,,
SA12/39,SA12/39-206,-43.4,691,10,,,
SA12/39,SA12/39-207,-13.6,2802,15,,,
SA12/39,SA12/39-208,-10.3,807,10,,,
SA12/39,SA12/39-209,-11.8,1030,10,,,
SA12/39,SA12/39-21,-10.5,3123,8,,,
SA12/39,SA12/39-210,-16.5,2647,14,,,
SA12/39,SA12/39-211,-16.6,2626,14,,,
SA12/39,SA12/39-212,-11,966,11,,,
SA12/39,SA12/39-213,-9.5,879,11,,,
SA12/39,SA12/39-214,-17,2689,17,,,
SA12/39,SA12/39-215,-31.1,2273,16,,,
SA12/39,SA12/39-216,-16,576,6,,,
SA12/39,SA12/39-217,-18.3,611,11,,,
SA12/39,SA12/39-218,-2.8,1008,12,,,
SA12/39,SA12/39-219,2,799,11,0.2824,9E-06,0.001189
SA12/39,SA12/39-22,-31.2,2250,7,,,
SA12/39,SA12/39-220,-77.2,450,6,,,
SA12/39,SA12/39-221,-5.6,952,11,,,
SA12/39,SA12/39-222,-16.1,921,11,,,
SA12/39,SA12/39-223,-89.7,396,13,,,
SA12/39,SA12/39-224,-14.3,2592,15,,,
SA12/39,SA12/39-226,-14.7,2850,18,,,
SA12/39,SA12/39-227,1.2,1049,11,,,
SA12/39,SA12/39-228,-0.1,1051,11,0.282327,1.4E-05,0.001938
SA12/39,SA12/39-229,-16,840,12,,,
SA12/39,SA12/39-231,-16.5,949,15,,,
SA12/39,SA12/39-233,-9.9,2872,17,0.280886,1E-05,0.001138
SA12/39,SA12/39-234,1.4,1034,11,0.282307,1.5E-05,0.002482
SA12/39,SA12/39-235,-50.2,691,11,,,
SA12/39,SA12/39-236,-3.8,1028,11,,,
SA12/39,SA12/39-237,-6.4,881,12,0.282325,1.1E-05,0.001724
SA12/39,SA12/39-238,-18.6,580,7,,,
SA12/39,SA12/39-238b,-43.3,717,42,,,
SA12/39,SA12/39-240,-28.6,626,12,,,
SA12/39,SA12/39-241,-14.3,968,12,,,
SA12/39,SA12/39-242,-3.5,1009,11,0.282307,9E-06,0.005111
SA12/39,SA12/39-26,-5.7,1041,8,0.282234,1.3E-05,0.000867
SA12/39,SA12/39-27,-41.1,795,14,,,
SA12/39,SA12/39-28,-64.1,1294,11,,,
SA12/39,SA12/39-29,-2,990,9,0.282251,1.1E-05,0.004333
SA12/39,SA12/39-30,-14.1,988,6,,,
SA12/39,SA12/39-31,-34,2235,7,,,
SA12/39,SA12/39-32,-9.2,2969,7,0.280841,1.2E-05,0.003206
SA12/39,SA12/39-33,-15.7,770,10,,,
SA12/39,SA12/39-36,-27,848,7,,,
SA12/39,SA12/39-38,-14.5,932,6,,,
SA12/39,SA12/39-39,-3.3,1015,8,0.282215,1.1E-05,0.001666
SA12/39,SA12/39-41,-3.1,1941,5,0.281284,1.1E-05,0.000797
SA12/39,SA12/39-42,-77,794,7,,,
SA12/39,SA12/39-44,-4.3,982,5,0.282299,1.1E-05,0.002346
SA12/39,SA12/39-45,-8.6,2537,6,0.280857,1.2E-05,0.000701
SA12/39,SA12/39-47,-30.4,2235,7,,,
SA12/39,SA12/39-49,-18.7,1106,11,,,
SA12/39,SA12/39-49b,-21,803,10,,,
SA12/39,SA12/39-50,-16.8,816,9,,,
SA12/39,SA12/39-51,-8.3,990,9,0.282312,1.7E-05,0.001103
SA12/39,SA12/39-52,-54.9,753,25,,,
SA12/39,SA12/39-53,-2.9,1033,12,0.28228,9E-06,0.002083
SA12/39,SA12/39-56,-9.9,992,8,0.282303,1.3E-05,0.001029
SA12/39,SA12/39-59,-0.1,593,8,0.282426,1.2E-05,0.0003
SA12/39,SA12/39-60,-16.3,937,9,,,
SA12/39,SA12/39-64,-14.4,1567,8,,,
SA12/39,SA12/39-66,-53.7,1552,12,,,
SA12/39,SA12/39-67,-8.6,2836,12,0.280903,1.6E-05,0.001397
SA12/39,SA12/39-68,-22.3,1432,9,,,
SA12/39,SA12/39-71,-2.8,629,8,0.282433,1.2E-05,0.001151
SA12/39,SA12/39-73,-50.9,516,8,,,
SA12/39,SA12/39-75,-24.8,2411,12,,,
SA12/39,SA12/39-76,-10.6,984,9,,,
SA12/39,SA12/39-77,-19.1,2591,12,,,
SA12/39,SA12/39-79,-9,1014,9,0.282279,1.2E-05,0.001202
SA12/39,SA12/39-80,-12.8,2433,11,,,
SA12/39,SA12/39-81,-75.7,535,8,,,
SA12/39,SA12/39-84,-0.9,628,10,0.282415,7E-06,0.000642
SA12/39,SA12/39-85,-6.6,3031,13,0.280794,1E-05,0.002284
SA12/39,SA12/39-86a,-15.5,928,11,,,
SA12/39,SA12/39-86b,-6.9,959,9,0.282304,1.4E-05,0.001932
SA12/39,SA12/39-87,-1.2,1027,9,0.282191,1.3E-05,0.001135
SA12/39,SA12/39-90,-7.7,2901,12,0.280881,1.4E-05,0.001102
SA12/39,SA12/39-91,-69.6,504,9,,,
SA12/39,SA12/39-92,-10.9,971,9,,,
SA12/39,SA12/39-94,-5.1,997,8,0.282368,1.5E-05,0.004458
SA12/39,SA12/39-95,-17.5,703,11,,,
SA12/39,SA12/39-96,-1.2,1047,9,0.282402,1.5E-05,0.001701
SA12/39,SA12/39-97,-28.4,562,9,,,
SA12/42,SA12/42-01,-10.7,1364,8,,,
SA12/42,SA12/42-02,-61,737,8,,,
SA12/42,SA12/42-03,-2,608,9,,,
SA12/42,SA12/42-04,-3.2,1019,9,,,
SA12/42,SA12/42-05,-28.9,590,7,,,
SA12/42,SA12/42-06,-0.2,2030,8,,,
SA12/42,SA12/42-07,-4.3,804,18,,,
SA12/42,SA12/42-08,-76,445,6,,,
SA12/42,SA12/42-09,-7.3,1815,9,,,
SA12/42,SA12/42-10,-72.5,639,11,,,
SA12/42,SA12/42-100,-2.9,1074,6,0.282301,1.1E-05,0.001334
SA12/42,SA12/42-101,1.3,1114,5,0.282195,9E-06,0.000734
SA12/42,SA12/42-103,-1.4,953,5,0.282369,1E-05,0.001373
SA12/42,SA12/42-104,-6,1031,5,0.282315,1.3E-05,0.000795
SA12/42,SA12/42-105,2.3,778,6,0.282462,9E-06,0.001205
SA12/42,SA12/42-106,-76.9,492,4,,,
SA12/42,SA12/42-108,-34,603,9,,,
SA12/42,SA12/42-109,-0.1,619,7,0.282109,8E-06,0.000911
SA12/42,SA12/42-11,0.7,658,11,,,
SA12/42,SA12/42-110,-1.3,1025,5,0.282304,8E-06,0.000848
SA12/42,SA12/42-111,-1.6,1006,6,0.28241,1.7E-05,0.001551
SA12/42,SA12/42-112,-1.4,1071,9,0.282221,1.2E-05,0.001029
SA12/42,SA12/42-113,1.7,682,7,0.282438,1.1E-05,0.001408
SA12/42,SA12/42-115,-4.9,1794,7,0.281526,1.1E-05,0.000739
SA12/42,SA12/42-117,-5.7,976,7,,,
SA12/42,SA12/42-118,-0.2,625,10,0.282508,1.1E-05,0.000804
SA12/42,SA12/42-119,-1.8,964,9,0.282066,1.1E-05,0.000432
SA12/42,SA12/42-12,-25.4,851,11,,,
SA12/42,SA12/42-120,-91.1,379,5,,,
SA12/42,SA12/42-121,-10.4,929,7,,,
SA12/42,SA12/42-122,-9.4,1080,7,0.282197,9E-06,0.001217
SA12/42,SA12/42-123,-3.1,1819,6,0.281519,1.1E-05,0.000921
SA12/42,SA12/42-124,-12.2,1793,7,,,
SA12/42,SA12/42-125,0.7,760,7,0.282426,9E-06,0.001283
SA12/42,SA12/42-126,-0.8,1068,6,0.282249,6E-06,0.000526
SA12/42,SA12/42-127,-2.2,643,6,0.282081,1.1E-05,0.002298
SA12/42,SA12/42-128,-3.1,991,6,0.282325,1.2E-05,0.001376
SA12/42,SA12/42-129,-1.9,809,7,,,
SA12/42,SA12/42-13,2.8,691,8,,,
SA12/42,SA12/42-131,-10.3,622,8,,,
SA12/42,SA12/42-133,-3.6,985,8,0.282363,1E-05,0.000653
SA12/42,SA12/42-134,-1.2,830,5,,,
SA12/42,SA12/42-135,-12.1,976,7,,,
SA12/42,SA12/42-138,-15.4,1623,6,,,
SA12/42,SA12/42-139,-12.6,970,13,,,
SA12/42,SA12/42-14,-45.9,716,9,,,
SA12/42,SA12/42-140,-2,1133,7,0.282289,7E-06,0.000624
SA12/42,SA12/42-142,0.6,543,4,0.282405,9E-06,0.001219
SA12/42,SA12/42-143,-42,827,22,,,
SA12/42,SA12/42-144,1,595,5,0.282486,1.4E-05,0.001554
SA12/42,SA12/42-145,-8.9,1018,12,0.282352,1.1E-05,0.001306
SA12/42,SA12/42-147,-64.6,590,6,,,
SA12/42,SA12/42-148,-4.7,1795,6,0.281669,2.6E-05,0.000804
SA12/42,SA12/42-149,-11.7,781,9,,,
SA12/42,SA12/42-15,-8.4,973,10,,,
SA12/42,SA12/42-150,1.5,608,9,0.282532,1.2E-05,0.000759
SA12/42,SA12/42-151,-2.2,613,11,0.282423,7E-06,0.000449
SA12/42,SA12/42-153,2.7,541,5,0.282461,1E-05,0.000319
SA12/42,SA12/42-154,-3.2,1036,6,0.282253,1.5E-05,0.001086
SA12/42,SA12/42-155,-2.6,644,7,0.282405,9E-06,0.001196
SA12/42,SA12/42-157,-0.5,608,7,0.282467,1.2E-05,0.000838
SA12/42,SA12/42-159,-4.5,909,6,0.282293,1E-05,0.001455
SA12/42,SA12/42-16,-4.1,1012,16,0.282321,1.3E-05,0.000975
SA12/42,SA12/42-160,-1.2,825,6,0.282279,1E-05,0.001488
SA12/42,SA12/42-162,-73,780,11,,,
SA12/42,SA12/42-163,-3,1023,7,0.282371,1.1E-05,0.000687
SA12/42,SA12/42-164,-18.3,934,7,,,
SA12/42,SA12/42-165,-1.9,625,9,0.282425,8E-06,0.00087
SA12/42,SA12/42-166,-2.3,1024,11,0.282209,1.5E-05,0.00029
SA12/42,SA12/42-169,0,615,8,0.282413,6E-06,0.000444
SA12/42,SA12/42-17,-1.2,1025,8,0.282373,9E-06,0.000669
SA12/42,SA12/42-170,-2.8,1029,7,,,
SA12/42,SA12/42-172,0.4,990,11,0.282327,1.2E-05,0.000958
SA12/42,SA12/42-173,-61.8,568,6,,,
SA12/42,SA12/42-174,-3.7,1015,12,0.28211,1.2E-05,0.000633
SA12/42,SA12/42-175,-7.3,567,6,0.282491,6E-06,0.000438
SA12/42,SA12/42-176,-3.7,867,12,0.282531,1.1E-05,0.00228
SA12/42,SA12/42-177,-1.5,1011,12,0.281805,1.2E-05,0.001653
SA12/42,SA12/42-178,-24,935,11,,,
SA12/42,SA12/42-179,-7.5,1003,11,0.2824,1.1E-05,0.002082
SA12/42,SA12/42-180,-5.1,949,13,0.282354,1E-05,0.000976
SA12/42,SA12/42-181,0,943,12,0.282145,1.1E-05,0.001407
SA12/42,SA12/42-182,-20.1,1015,38,,,
SA12/42,SA12/42-183,-31,2516,21,,,
SA12/42,SA12/42-184,1.3,1017,12,0.282284,8E-06,0.001614
SA12/42,SA12/42-185,0.9,1095,12,0.281931,7E-06,0.000858
SA12/42,SA12/42-186,-12.8,1053,13,,,
SA12/42,SA12/42-187,-7.1,945,11,0.28236,1E-05,0.001062
SA12/42,SA12/42-188,-10.7,786,12,,,
SA12/42,SA12/42-189,1.7,605,12,0.282307,1E-05,0.000502
SA12/42,SA12/42-190,-23.6,901,11,,,
SA12/42,SA12/42-20,2.5,635,8,0.282471,8E-06,0.000681
SA12/42,SA12/42-21,-9.9,1029,15,0.282303,9E-06,0.000391
SA12/42,SA12/42-23,-1.2,1038,8,,,
SA12/42,SA12/42-25,-0.4,766,8,0.282486,1.5E-05,0.001314
SA12/42,SA12/42-27,-27.8,601,9,,,
SA12/42,SA12/42-28,-1.1,1045,9,0.28235,1.5E-05,0.001681
SA12/42,SA12/42-31,-13.9,2431,9,,,
SA12/42,SA12/42-32,1.8,618,8,0.282568,1E-05,0.000572
SA12/42,SA12/42-33,-2.9,986,9,0.28242,1.3E-05,0.002349
SA12/42,SA12/42-34,1.4,566,7,0.282307,1E-05,0.001213
SA12/42,SA12/42-35,-72.6,607,10,,,
SA12/42,SA12/42-36,-1.7,1034,8,0.282363,2.3E-05,0.003779
SA12/42,SA12/42-37,-3.1,969,8,0.282301,9E-06,0.000383
SA12/42,SA12/42-39,-2.3,991,9,0.282378,1E-05,0.001123
SA12/42,SA12/42-41,-5.7,1001,9,,,
SA12/42,SA12/42-42,-6.9,966,11,,,
SA12/42,SA12/42-44,-4,1827,8,,,
SA12/42,SA12/42-45,-43.7,747,18,,,
SA12/42,SA12/42-46,-2,957,7,0.282174,9E-06,0.002161
SA12/42,SA12/42-47,-3.4,995,6,0.282284,1.2E-05,0.001394
SA12/42,SA12/42-48,-36.1,946,9,,,
SA12/42,SA12/42-49,-2.8,981,5,0.282445,1.8E-05,0.003622
SA12/42,SA12/42-50,-50.9,548,4,,,
SA12/42,SA12/42-51,-10.2,665,9,,,
SA12/42,SA12/42-52,-54.7,1591,7,,,
SA12/42,SA12/42-53,-1.7,617,8,0.282513,1.4E-05,0.000892
SA12/42,SA12/42-54,-81.4,454,4,,,
SA12/42,SA12/42-55,-0.2,1139,5,0.282078,1.2E-05,0.000888
SA12/42,SA12/42-56,-48.8,1782,12,,,
SA12/42,SA12/42-57,-3.9,1791,5,0.281634,1.8E-05,0.002061
SA12/42,SA12/42-58,-35.2,755,6,,,
SA12/42,SA12/42-59,4.3,611,5,0.282466,1.1E-05,0.000445
SA12/42,SA12/42-60,-36,899,12,,,
SA12/42,SA12/42-61,0.8,991,5,0.281891,9E-06,0.001003
SA12/42,SA12/42-62,0.4,611,7,,,
SA12/42,SA12/42-63,-71.9,554,24,,,
SA12/42,SA12/42-63b,-1.4,1030,7,0.282412,1.5E-05,0.000382
SA12/42,SA12/42-64,2.3,572,4,0.282347,1.2E-05,0.002675
SA12/42,SA12/42-65,-1.2,1016,5,0.282121,1.1E-05,0.00108
SA12/42,SA12/42-66a,0.3,617,7,0.282438,1.1E-05,0.000684
SA12/42,SA12/42-66b,-3.2,613,8,,,
SA12/42,SA12/42-68,-1.8,1062,6,0.282229,1.1E-05,0.000949
SA12/42,SA12/42-69,0.3,668,13,0.282272,1.1E-05,0.000755
SA12/42,SA12/42-70,-9.7,922,7,0.282392,1.3E-05,0.001293
SA12/42,SA12/42-71,-28.7,907,5,,,
SA12/42,SA12/42-72,-51.8,965,49,,,
SA12/42,SA12/42-74,-59,755,48,,,
SA12/42,SA12/42-76,0.6,1055,5,0.282283,1.3E-05,0.000557
SA12/42,SA12/42-77,-26.3,1960,8,,,
SA12/42,SA12/42-78,-24,978,10,,,
SA12/42,SA12/42-80,1.4,668,6,0.282438,1.2E-05,0.000744
SA12/42,SA12/42-81,-55,685,48,,,
SA12/42,SA12/42-82,-18.2,574,4,,,
SA12/42,SA12/42-83,-58.2,625,8,,,
SA12/42,SA12/42-86,-1.6,1037,6,0.282292,9E-06,0.00095
SA12/42,SA12/42-87,-0.1,1034,5,0.282324,1.3E-05,0.001525
SA12/42,SA12/42-88,-1.6,1034,6,0.282313,1.2E-05,0.00094
SA12/42,SA12/42-89,-5.6,1007,8,0.282343,9E-06,0.000984
SA12/42,SA12/42-90,-22.7,521,5,,,
SA12/42,SA12/42-91,-13.8,623,8,,,
SA12/42,SA12/42-92,-2.4,602,8,,,
SA12/42,SA12/42-93,-62.8,580,4,,,
SA12/42,SA12/42-95,-2.3,1014,6,,,
SA12/43,SA12/43-01,-16.9,1829,15,,,
SA12/43,SA12/43-02,-61.5,896,12,,,
SA12/43,SA12/43-04,-2,1026,12,0.28227,1.2E-05,0.000472
SA12/43,SA12/43-05,-35.6,883,14,,,
SA12/43,SA12/43-06,-12.3,3157,24,,,
SA12/43,SA12/43-07,1.1,630,12,0.282485,1.1E-05,0.000802
SA12/43,SA12/43-08,-1,1026,12,0.282322,8E-06,0.000819
SA12/43,SA12/43-09,-2.6,1132,11,0.282284,1.1E-05,0.001398
SA12/43,SA12/43-10,-68.7,1182,17,,,
SA12/43,SA12/43-100,-10.3,2491,15,,,
SA12/43,SA12/43-101,-4.3,2618,14,,,
SA12/43,SA12/43-102,-40.5,1325,11,,,
SA12/43,SA12/43-103,-0.2,1032,11,0.282364,1.7E-05,0.000976
SA12/43,SA12/43-104,-2.6,1063,11,,,
SA12/43,SA12/43-105,-6.1,2798,15,0.281073,1.3E-05,0.002648
SA12/43,SA12/43-106,-71.1,1012,16,,,
SA12/43,SA12/43-107,-18.6,2915,19,,,
SA12/43,SA12/43-108,-3,1003,13,0.282363,9E-06,0.001308
SA12/43,SA12/43-109,-9.2,953,12,0.282288,1E-05,0.001929
SA12/43,SA12/43-11,-3.8,1985,12,0.281296,8E-06,0.000859
SA12/43,SA12/43-110,-26.4,2535,17,,,
SA12/43,SA12/43-111,-3.2,1824,11,0.281562,9E-06,0.000451
SA12/43,SA12/43-112,-8.6,996,14,,,
SA12/43,SA12/43-113,-6.4,556,4,0.282419,9E-06,0.0006
SA12/43,SA12/43-114,-5.1,600,4,0.282502,1E-05,0.000332
SA12/43,SA12/43-115,-14.6,2811,18,,,
SA12/43,SA12/43-118,-24.4,2434,16,,,
SA12/43,SA12/43-119,2.9,1065,10,0.282336,9E-06,0.000543
SA12/43,SA12/43-120,-28.5,2323,19,,,
SA12/43,SA12/43-121,-82.7,320,3,,,
SA12/43,SA12/43-122,-0.1,1029,11,0.282438,1.2E-05,0.000824
SA12/43,SA12/43-123,-1,1071,12,0.282403,1.3E-05,0.001764
SA12/43,SA12/43-124,-7.3,976,13,,,
SA12/43,SA12/43-125,-46.2,1909,17,,,
SA12/43,SA12/43-126,-8.3,977,12,,,
SA12/43,SA12/43-127,0.3,1020,13,0.282426,1.6E-05,0.001251
SA12/43,SA12/43-128,-7.7,852,11,0.282521,1.6E-05,0.004731
SA12/43,SA12/43-13,-22.4,587,8,,,
SA12/43,SA12/43-133,-46.9,1980,18,,,
SA12/43,SA12/43-134,-94.5,175,3,,,
SA12/43,SA12/43-135,-45.2,1859,17,,,
SA12/43,SA12/43-136,-0.4,1035,11,0.282307,9E-06,0.000778
SA12/43,SA12/43-137,-8.1,2878,16,0.280868,2.1E-05,0.002671
SA12/43,SA12/43-139,-1.2,952,12,0.282382,1.7E-05,0.001646
SA12/43,SA12/43-14,-28.2,821,7,,,
SA12/43,SA12/43-140,-74.5,914,17,,,
SA12/43,SA12/43-142,-4.1,1803,12,0.281549,1.5E-05,0.000868
SA12/43,SA12/43-143,-6.7,1927,13,0.281316,1E-05,0.001141
SA12/43,SA12/43-145,-8.3,1028,14,0.282071,2.9E-05,0.002833
SA12/43,SA12/43-146,-9.6,774,19,,,
SA12/43,SA12/43-148,-35,2127,15,,,
SA12/43,SA12/43-149,-63,598,9,,,
SA12/43,SA12/43-150,-14.5,886,11,,,
SA12/43,SA12/43-153,-60.2,1411,18,,,
SA12/43,SA12/43-154,-27.6,1562,13,,,
SA12/43,SA12/43-155,-6,994,19,0.282374,1E-05,0.000664
SA12/43,SA12/43-156,-70.7,1076,18,,,
SA12/43,SA12/43-157,-6.6,619,11,0.282421,1.3E-05,0.001581
SA12/43,SA12/43-158,-25.2,2570,16,,,
SA12/43,SA12/43-159,-3.7,1986,11,0.281298,1.1E-05,0.000645
SA12/43,SA12/43-16,-26.6,2633,13,,,
SA12/43,SA12/43-160,-8.1,956,10,0.28241,1.5E-05,0.002588
SA12/43,SA12/43-162,-7.9,1119,10,0.282016,2.2E-05,0.001701
SA12/43,SA12/43-163,-2.9,1015,10,0.282358,1.2E-05,0.000665
SA12/43,SA12/43-165,-65.7,584,6,,,
SA12/43,SA12/43-166,-7.5,3319,20,0.280728,1.4E-05,0.002441
SA12/43,SA12/43-167,-41.9,1994,17,,,
SA12/43,SA12/43-168,-40.3,1919,14,,,
SA12/43,SA12/43-169,-50.6,1604,14,,,
SA12/43,SA12/43-17,-7.1,1009,17,,,
SA12/43,SA12/43-170,-3.6,1008,11,0.282346,1.4E-05,0.000842
SA12/43,SA12/43-171,-5.2,2973,15,,,
SA12/43,SA12/43-172,-8.8,567,6,0.282446,1.2E-05,0.000708
SA12/43,SA12/43-173,-9.5,2853,17,0.280823,1.2E-05,0.000953
SA12/43,SA12/43-174,-4.9,1014,12,0.282258,1.2E-05,0.001884
SA12/43,SA12/43-175,-36.2,2363,19,,,
SA12/43,SA12/43-177,-3.8,994,11,0.282327,1.5E-05,0.002405
SA12/43,SA12/43-179,-22.4,1641,11,,,
SA12/43,SA12/43-180,-5.5,2109,11,0.281433,1.1E-05,0.002302
SA12/43,SA12/43-182,-56.3,704,16,,,
SA12/43,SA12/43-183,-10,963,13,0.282393,1E-05,0.000992
SA12/43,SA12/43-184,-7.4,2670,13,0.280935,1.1E-05,0.001122
SA12/43,SA12/43-185,1.2,604,10,0.282481,8E-06,0.00062
SA12/43,SA12/43-186,-6.8,974,11,0.282354,8E-06,0.000437
SA12/43,SA12/43-187,-49.1,1169,13,,,
SA12/43,SA12/43-188,-5.7,2933,15,0.280811,1.1E-05,0.000836
SA12/43,SA12/43-19,-3.9,935,9,0.282294,9E-06,0.000412
SA12/43,SA12/43-190,-35.9,1880,13,,,
SA12/43,SA12/43-191,-5.1,2877,14,0.280895,1.2E-05,0.000441
SA12/43,SA12/43-192,-58.9,1112,12,,,
SA12/43,SA12/43-193,-1.5,1030,12,0.28231,1E-05,0.000717
SA12/43,SA12/43-194,-25.5,2437,15,,,
SA12/43,SA12/43-195,-14.4,3043,25,,,
SA12/43,SA12/43-196,-11.3,2963,27,,,
SA12/43,SA12/43-197,-27.7,842,14,,,
SA12/43,SA12/43-198,0.3,638,13,0.282501,1.1E-05,0.001135
SA12/43,SA12/43-199,-56.1,460,8,,,
SA12/43,SA12/43-20,-2.8,928,8,,,
SA12/43,SA12/43-200,-65.1,552,7,,,
SA12/43,SA12/43-201,-19.1,2615,20,,,
SA12/43,SA12/43-202,0.5,1043,13,0.282301,1E-05,0.000721
SA12/43,SA12/43-203,-46.7,1083,68,,,
SA12/43,SA12/43-204,-1.6,778,13,0.282444,9E-06,0.001008
SA12/43,SA12/43-205,1.1,619,16,0.282491,1.2E-05,0.000425
SA12/43,SA12/43-206,-26.3,1600,16,,,
SA12/43,SA12/43-207,-0.9,1359,14,0.281962,1.6E-05,0.000899
SA12/43,SA12/43-208,-20.1,2261,19,,,
SA12/43,SA12/43-210,-5.1,1032,14,,,
SA12/43,SA12/43-211,-15.1,2674,21,,,
SA12/43,SA12/43-212,4,609,14,0.282494,1E-05,0.000578
SA12/43,SA12/43-213,-58.8,526,6,,,
SA12/43,SA12/43-214,-37.4,1816,18,,,
SA12/43,SA12/43-22,-3.5,998,7,0.282335,7E-06,0.000892
SA12/43,SA12/43-222,-6,2299,17,0.281188,9E-06,0.000754
SA12/43,SA12/43-224,0.8,1039,14,0.282121,9E-06,0.000768
SA12/43,SA12/43-225,-10.6,720,14,,,
SA12/43,SA12/43-226,-4.9,1650,15,0.281678,1.1E-05,0.001182
SA12/43,SA12/43-228,4.1,610,14,0.282439,1.3E-05,0.000726
SA12/43,SA12/43-229,-11.5,686,17,,,
SA12/43,SA12/43-230,-2.3,1994,14,0.281292,1E-05,0.001134
SA12/43,SA12/43-231,-19.7,1063,15,,,
SA12/43,SA12/43-232,-0.5,1026,14,0.282192,1E-05,0.000439
SA12/43,SA12/43-233,-35.9,1870,18,,,
SA12/43,SA12/43-24,-3.9,2999,12,0.280837,1.3E-05,0.001322
SA12/43,SA12/43-27,-6.7,579,7,0.282351,1E-05,0.001463
SA12/43,SA12/43-28,-17.3,2926,14,,,
SA12/43,SA12/43-29,-13.1,2417,14,,,
SA12/43,SA12/43-30,-1.5,2676,10,0.280879,8E-06,0.000789
SA12/43,SA12/43-33,-22.5,2560,12,,,
SA12/43,SA12/43-34,1.1,1130,8,0.281966,1.5E-05,0.000929
SA12/43,SA12/43-35,1,1070,7,,,
SA12/43,SA12/43-36,-0.5,1027,8,,,
SA12/43,SA12/43-38,-23.3,753,8,,,
SA12/43,SA12/43-39,-1.1,1258,8,0.281866,8E-06,0.000392
SA12/43,SA12/43-40,-15.1,2943,17,,,
SA12/43,SA12/43-41,-3.4,998,10,0.282402,1.7E-05,0.002313
SA12/43,SA12/43-42,-1.3,611,10,0.282464,6E-06,0.000508
